0.0 2.44459202353 0.290347651071 2.90347651071
0.1 3.16416802488 0.18468514084 1.8468514084
0.2 3.05435060124 0.16674778102 1.6674778102
0.3 3.86423985995 0.187618165147 1.87618165147
0.4 4.72245006129 0.248962875598 2.48962875598
0.5 4.05808004184 0.269256323749 2.69256323749
0.6 4.34936895048 0.339087949519 3.39087949519
0.7 4.56049421271 0.319790359272 3.19790359272
0.8 2.48403098441 0.312527138364 3.12527138364
0.9 3.35703184732 0.325291211809 3.25291211809
1.0 3.2633423365 0.288151870779 2.88151870779
# dG = 3.6468181764130403
