0.0 -6.78310641209 0.0687015071519 0.687015071519
0.1 -6.09603956688 0.0761316216957 0.761316216957
0.2 -6.61061488335 0.0715777070112 0.715777070112
0.3 -6.98661135341 0.0685499632919 0.685499632919
0.4 -7.0792496657 0.0672597322428 0.672597322428
0.5 -7.03455320904 0.0819444273781 0.819444273781
0.6 -6.81837603079 0.0736113961185 0.736113961185
0.7 -7.1289430719 0.0615202410846 0.615202410846
0.8 -7.1817406883 0.0716500740574 0.716500740574
0.9 -7.39651825488 0.0717166554678 0.717166554678
1.0 -7.1166175737 0.0768523064654 0.768523064654
# dG = -6.92825087171
